"ML_Large","ML_Medium","ML_Small","ML_V.Small","PLD_Long","PLD_Medium","PLD_Short","PLD_V.Long","T_Corrallivore","T_Detritivore","T_Herbivore","T_Omnivore","T_Piscivore","T_Planktivore","T_Predator","P_Benthic","P_AnthozoanA","P_Demersal","P_Pelagic","P_ReefPelagic","P_SandA","P_SubBenthic","P_UpperBenthic","R_Brooders","R_Demersal","R_livebearers","R_Nesters","R_Scatterers"
0.595772553798854,0.0102073096329529,0.0342777297911039,0.352221011154978,NA,0.286996667271808,0.286877512312731,0.870703685256935,0.248437568108928,0.134659880866693,NA,0.791676854849925,0.609684962184406,0.613875991008358,0.0885821834036844,0.0447405868389552,0.311246193573183,NA,0.665574565662239,NA,NA,0.56385486168569,0.0207843252094966,NA,NA,NA,0.623894568327719,0.69841041632766
0.866270014955369,0.798884430369589,0.788463610044837,0.564801427280265,NA,0.560769176907575,0.556650515660055,0.706743635179768,0.105996467558663,0.230739468497146,0.791676854849925,NA,0.885072779967353,0.00109159917559043,0.193534477666438,0.684788118713337,0.649213561446341,NA,0.687382599758692,NA,NA,0.707858566577086,0.569978243800011,NA,NA,NA,0.000270912657855504,0.000104921962604809
1.10134124042816e-13,0.339113388893215,0.117332912428056,0.612362833139561,NA,0.180081069677076,0.166811052529588,0.0863383132889974,0.444265502200067,0.236818262186243,0.609684962184406,0.885072779967353,NA,0.496144223295016,0.404906191543505,0.269161051315209,0.332564839368846,NA,1.37667655053519e-14,NA,NA,0.638344193792753,0.211131641399962,NA,NA,NA,0.682717419652345,0.678281713033162
0.507465749666313,0.670994268125801,0.883079168046039,0.224057350813552,NA,0.270278295339124,0.268374237317654,0.712517992719824,0.586866008201138,0.517021308147722,0.613875991008358,0.00109159917559043,0.496144223295016,NA,0.327796559193696,0.729316743406604,0.527709795000473,NA,0.234123962230879,NA,NA,0.723965716143906,0.758124062398668,NA,NA,NA,1.55844226412682e-11,4.85722573273506e-11
0.598102507266288,0.74706029444508,0.859718485659121,0.178874493409569,NA,0.0271495864367934,0.0271865606399313,0.730802540022962,0.347251642105707,0.0954660520561177,0.0885821834036844,0.193534477666438,0.404906191543505,0.327796559193696,NA,0.100752808347327,0.14263951429934,NA,0.5165542607318,NA,NA,0.0601396665642311,0.054324579170955,NA,NA,NA,0.146919591088637,0.141297926698387
0.213328048929057,0.0580254382728831,0.0140549286350955,0.192850122187677,NA,0.00890525254343943,0.009221981761804,0.966601537022766,0.000799856830730583,6.55170628860446e-09,0.0447405868389552,0.684788118713337,0.269161051315209,0.729316743406604,0.100752808347327,NA,0.00119727475554532,NA,0.292092638590797,NA,NA,0.398676376452772,5.76807725227724e-06,NA,NA,NA,0.500581408534293,0.553809953184463
0.270726542564312,0.193866375289288,0.0816232130403913,0.164713609307978,NA,0.365803108896448,0.373883276275172,0.650966743139861,0.00585547218141191,0.00586246227981579,0.311246193573183,0.649213561446341,0.332564839368846,0.527709795000473,0.14263951429934,0.00119727475554532,NA,NA,0.407119942451992,NA,NA,0.303166567553638,0.00442212127574382,NA,NA,NA,0.181796719447403,0.206817712166036
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4.31210622764411e-13,0.322498589424529,0.122757947621287,0.722754886629033,NA,0.157018925544937,0.144548818747936,0.075095345951437,0.557363895268037,0.296860752357697,0.665574565662239,0.687382599758692,1.37667655053519e-14,0.234123962230879,0.5165542607318,0.292092638590797,0.407119942451992,NA,NA,NA,NA,0.695493705565177,0.170109537916599,NA,NA,NA,0.39074844961276,0.374883227986635
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.6724700767472,0.97984705796836,0.699660991788428,0.377881024517414,NA,0.973062587046128,0.966790902718901,0.775286331162754,0.68640059413969,0.388217051104091,0.56385486168569,0.707858566577086,0.638344193792753,0.723965716143906,0.0601396665642311,0.398676376452772,0.303166567553638,NA,0.695493705565177,NA,NA,NA,0.460746859350904,NA,NA,NA,0.550565735019599,0.532121860907458
0.275807679660368,0.00947578923533543,0.13853091075082,0.287295900174776,NA,0.000261036722879693,0.000239200995804545,0.345814311493359,0.00292619938674932,0.000132301811014424,0.0207843252094966,0.569978243800011,0.211131641399962,0.758124062398668,0.054324579170955,5.76807725227724e-06,0.00442212127574382,NA,0.170109537916599,NA,NA,0.460746859350904,NA,NA,NA,NA,0.81054351545247,0.889258904229651
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.639672731687085,0.994581490948871,0.71944706914952,0.491939303927378,NA,0.437062091147737,0.434713301867072,0.754904573588059,0.812931126572958,0.71315835651069,0.623894568327719,0.000270912657855504,0.682717419652345,1.55844226412682e-11,0.146919591088637,0.500581408534293,0.181796719447403,NA,0.39074844961276,NA,NA,0.550565735019599,0.81054351545247,NA,NA,NA,NA,0
0.611960102159823,0.973372225518865,0.728487432582495,0.547257427444847,NA,0.453951422277231,0.451086923839904,0.738375144475941,0.738745251879416,0.653431432798348,0.69841041632766,0.000104921962604809,0.678281713033162,4.85722573273506e-11,0.141297926698387,0.553809953184463,0.206817712166036,NA,0.374883227986635,NA,NA,0.532121860907458,0.889258904229651,NA,NA,NA,0,NA
